NCBI Accession, NCBI Tax ID, Domain, Phylum, Class, Order, Family, Genus, Species
NZ_ASSJ01000001.1,582515,Bacteria,Cyanobacteria,NA,Chroococcales,Aphanothecaceae,Rubidibacter,Rubidibacter lacunae
NZ_AP018281.1,2005460,Bacteria,Cyanobacteria,NA,Chroococcales,Chroococcaceae,Chondrocystis,Chondrocystis sp. NIES-4102
NZ_MRCC01000001.1,247279,Bacteria,Cyanobacteria,NA,Chroococcales,Chroococcaceae,Chroogloeocystis,Chroogloeocystis siderophila
NZ_AP014815.1,1615909,Bacteria,Cyanobacteria,NA,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3708
NC_019745.1,1173026,Bacteria,Cyanobacteria,NA,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 7428
NZ_LWHC01000001.1,1562720,Bacteria,Cyanobacteria,NA,Chroococcales,Cyanobacteriaceae,Cyanobacterium,NA 
NZ_CAIP01000449.1,1160279,Bacteria,Cyanobacteria,NA,Chroococcales,Microcystaceae,Microcystis,Microcystis sp. T1-4
NZ_JYON01000016.1,1618023,Bacteria,Cyanobacteria,NA,Chroococcidiopsidales,Chroococcidiopsidaceae,Aliterella,Aliterella atlantica
NC_019695.1,251229,Bacteria,Cyanobacteria,NA,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsis thermalis
NZ_CP017675.1,1188229,Bacteria,Cyanobacteria,NA,Gloeoemargaritales,Gloeomargaritaceae,Gloeomargarita,Gloeomargarita lithophora
NZ_AP018174.1,1085406,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Anabaenopsis,Anabaenopsis circularis
NZ_JSDP01000254.1,1532906,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae
NZ_ACYA01000093.1,533240,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Cylindrospermopsis,Cylindrospermopsis raciborskii
NZ_AP018316.1,1973481,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Dolichospermum,Dolichospermum compactum
NZ_CP007203.1,313624,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena
NZ_ACYB01000047.1,533247,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Raphidiopsis,Raphidiopsis brookii
NZ_AP018314.1,1973480,Bacteria,Cyanobacteria,NA,Nostocales,Aphanizomenonaceae,Sphaerospermopsis,Sphaerospermopsis kisseleviana
NZ_AJLM01000001.1,184925,Bacteria,Cyanobacteria,NA,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,Chlorogloeopsis fritschii
NZ_AP018307.1,1541988,Bacteria,Cyanobacteria,NA,Nostocales,Fortieaceae,Aulosira,Aulosira laxa
NZ_KB235930.1,643473,Bacteria,Cyanobacteria,NA,Nostocales,Fortieaceae,Fortiea,Fortiea contorta
NZ_AGIZ01000034.1,741277,Bacteria,Cyanobacteria,NA,Nostocales,Hapalosiphonaceae,Fischerella,Fischerella sp. JSC-11
NZ_LIRN01000001.1,1704290,Bacteria,Cyanobacteria,NA,Nostocales,Hapalosiphonaceae,Hapalosiphon,Hapalosiphon sp. MRB220
NZ_LMTZ01000001.1,371196,Bacteria,Cyanobacteria,NA,Nostocales,Hapalosiphonaceae,Mastigocoleus,Mastigocoleus testarum
NZ_KB235895.1,163908,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Anabaena,Anabaena sp. PCC 7108
NC_019757.1,56107,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale
NZ_KV757537.1,457944,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Nostoc,Nostoc sp. KVJ20
NZ_CAIY01000090.1,1165094,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Richelia,Richelia intracellularis
NZ_LZQD01000001.1,1853259,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Trichormus,Trichormus sp. NMC-1
NC_019682.1,99598,Bacteria,Cyanobacteria,NA,Nostocales,Rivulariaceae,Calothrix,Calothrix sp. PCC 7507
NZ_AP018233.1,1973485,Bacteria,Cyanobacteria,NA,Nostocales,Rivulariaceae,Microchaete,Microchaete diplosiphon
NC_019678.1,373994,Bacteria,Cyanobacteria,NA,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116
NZ_AP018194.1,1137095,Bacteria,Cyanobacteria,NA,Nostocales,Scytonemataceae,Scytonema,Scytonema sp. HK-05
NZ_JH992899.1,221288,Bacteria,Cyanobacteria,NA,Nostocales,Symphyonemataceae,Mastigocladopsis,Mastigocladopsis repens
NZ_JXCB01000004.1,1245935,Bacteria,Cyanobacteria,NA,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix campylonemoides
NZ_DS989897.1,118168,Bacteria,Cyanobacteria,NA,Oscillatoriales,Coleofasciculaceae,Coleofasciculus,Coleofasciculus chthonoplastes
NC_019703.1,1173025,Bacteria,Cyanobacteria,NA,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7407
NC_011884.1,395961,Bacteria,Cyanobacteria,NA,Oscillatoriales,Cyanothecaceae,Cyanothece,Cyanothece sp. PCC 7425
NZ_MJGC01000001.1,1781255,Bacteria,Cyanobacteria,NA,Oscillatoriales,Desertifilaceae,Desertifilum,Desertifilum sp. IPPAS B-1220
NC_019753.1,1173022,Bacteria,Cyanobacteria,NA,Oscillatoriales,Gomontiellaceae,Crinalium,Crinalium epipsammum
NZ_ABYK01000129.1,513049,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Arthrospira,Arthrospira maxima
NZ_CACA01000377.1,272129,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Kamptonema,[Oscillatoria] sp. PCC 6506
NC_019738.1,1173027,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Microcoleus,Microcoleus sp. PCC 7113
NZ_LIUQ01000054.1,1705388,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Planktothricoides,NA 
NZ_KE734694.1,329553,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Planktothrix,Planktothrix agardhii
NC_008312.1,203124,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium erythraeum
NZ_NXIB02000100.1,2040638,Bacteria,Cyanobacteria,NA,Oscillatoriales,Microcoleaceae,Tychonema,Tychonema bourrellyi
NZ_LATL02000001.1,1637645,Bacteria,Cyanobacteria,NA,Oscillatoriales,Oscillatoriaceae,Limnoraphis,Limnoraphis robusta
NZ_AAVU01000110.1,313612,Bacteria,Cyanobacteria,NA,Oscillatoriales,Oscillatoriaceae,Lyngbya,Lyngbya sp. PCC 8106
NZ_CP017708.1,1454205,Bacteria,Cyanobacteria,NA,Oscillatoriales,Oscillatoriaceae,Moorea,Moorea producens
NC_019693.1,56110,Bacteria,Cyanobacteria,NA,Oscillatoriales,Oscillatoriaceae,Oscillatoria,Oscillatoria acuminata
NZ_FSSI02000104.1,1765956,Bacteria,Cyanobacteria,NA,Oscillatoriales,Oscillatoriaceae,Phormidium,Phormidium sp. HE10JO
NC_019748.1,111780,Bacteria,Cyanobacteria,NA,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera
NZ_JRFE01000001.1,1541065,Bacteria,Cyanobacteria,NA,Pleurocapsales,Hyellaceae,Myxosarcina,Myxosarcina sp. GI1
NC_019689.1,118163,Bacteria,Cyanobacteria,NA,Pleurocapsales,Hyellaceae,Pleurocapsa,Pleurocapsa minor
NZ_ALVZ01000001.1,102125,Bacteria,Cyanobacteria,NA,Pleurocapsales,Xenococcaceae,Xenococcus,Xenococcus sp. PCC 7305
NZ_KV878782.1,129961,Bacteria,Cyanobacteria,NA,Spirulinales,Spirulinaceae,Spirulina,Spirulina major
NZ_AFEJ01000511.1,310037,Bacteria,Cyanobacteria,NA,Synechococcales,Acaryochloridaceae,Acaryochloris,NA 
NC_019697.1,1173020,Bacteria,Cyanobacteria,NA,Synechococcales,Chamaesiphonaceae,Chamaesiphon,Chamaesiphon minutus
NZ_CP021983.1,1641165,Bacteria,Cyanobacteria,NA,Synechococcales,Leptolyngbyaceae,Halomicronema,Halomicronema hongdechloris
NZ_KI913949.1,1173264,Bacteria,Cyanobacteria,NA,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 6406
NZ_JJML01000001.1,1497020,Bacteria,Cyanobacteria,NA,Synechococcales,Leptolyngbyaceae,Neosynechococcus,Neosynechococcus sphagnicola
NZ_JH976537.1,118166,Bacteria,Cyanobacteria,NA,Synechococcales,Leptolyngbyaceae,Nodosilinea,Nodosilinea nodulosa
NZ_MPPI01000095.1,1920490,Bacteria,Cyanobacteria,NA,Synechococcales,Leptolyngbyaceae,Phormidesmis,Phormidesmis priestleyi
NC_000911.1,1148,Bacteria,Cyanobacteria,NA,Synechococcales,Merismopediaceae,Synechocystis,Synechocystis sp. PCC 6803
NZ_JNAI01000001.1,59921,Bacteria,Cyanobacteria,NA,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus
NZ_CM007612.1,454133,Bacteria,Cyanobacteria,NA,Synechococcales,Pseudanabaenaceae,Limnothrix,Limnothrix rosea
NZ_KB235933.1,317619,Bacteria,Cyanobacteria,NA,Synechococcales,Pseudanabaenaceae,Prochlorothrix,Prochlorothrix hollandica
NZ_LIRE01000647.1,1681830,Bacteria,Cyanobacteria,NA,Synechococcales,Pseudanabaenaceae,Pseudanabaena,NA 
NC_019675.1,292564,Bacteria,Cyanobacteria,NA,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium gracile
NC_019780.1,13035,Bacteria,Cyanobacteria,NA,Synechococcales,Synechococcaceae,Dactylococcopsis,Dactylococcopsis salina
NZ_NQKY01000001.1,169670,Bacteria,Cyanobacteria,NA,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. BO 8801
NC_023033.1,1394889,Bacteria,Cyanobacteria,NA,Synechococcales,Synechococcaceae,Thermosynechococcus,NA 
NC_014758.1,768670,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Calditerrivibrio,Calditerrivibrio nitroreducens
NC_013939.1,639282,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter desulfuricans
NC_013943.1,522772,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Denitrovibrio,Denitrovibrio acetiphilus
NC_015672.1,717231,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,Flexistipes sinusarabici
NZ_ATWF01000001.1,1304888,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Geovibrio,NA 
NZ_KI530573.1,1379858,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,Mucispirillum schaedleri
NZ_APCS01000001.1,1288484,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus wulumuqiensis
NC_014221.1,649638,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,Truepera radiovictrix
NC_015387.1,869210,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis
NC_014212.1,526227,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermus silvanus
NC_014761.1,670487,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Oceanithermus,Oceanithermus profundus
NC_014974.1,743525,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus
NC_011297.1,309799,Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomales,Dictyoglomaceae,Dictyoglomus,Dictyoglomus thermophilum
NZ_NFJD01000001.1,1965617,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,NA 
NZ_CP009498.1,1408281,Bacteria,Elusimicrobia,Endomicrobia,Endomicrobiales,Endomicrobiaceae,Endomicrobium,Endomicrobium proavitum
NZ_ASJR01000001.1,1313304,Bacteria,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,Chitinivibrio,Chitinivibrio alkaliphilus
NZ_FRBA01000028.1,1896215,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,NA 
NZ_AURB01000001.1,1356854,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidoterrestris
NZ_BDUF01000001.1,1348429,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,Effusibacillus lacus
NC_014098.1,562970,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia tusciae
NZ_CP021434.1,1903704,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus sp. AR23208
NZ_JYCD01000001.1,33936,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Aeribacillus,Aeribacillus pallidus
NZ_AKIF01000001.1,1193119,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalibacillus,Alkalibacillus haloalkaliphilus
NZ_FONT01000021.1,930128,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alteribacillus,Alteribacillus iranensis
NC_018704.1,698758,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus
NZ_LELK01000011.1,157733,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Anaerobacillus macyae
NZ_APCD01000001.1,1297581,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus flavithermus
NZ_JJRY01000001.1,1348973,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus azotoformans
NZ_AFCE01000251.1,986075,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus,Caldalkalibacillus thermarum
NZ_LQYT01000001.1,301148,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis
NZ_BBCF01000001.1,1294024,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Calditerricola,Calditerricola satsumensis
NZ_LQWZ01000001.1,29332,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,Domibacillus aminovorans
NZ_FTPL01000007.1,550447,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Edaphobacillus,Edaphobacillus lindanitolerans
NZ_NOII01000001.1,2021314,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Fictibacillus aquaticus
NC_012793.1,471223,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WCH70
NZ_FLKH01000001.1,1816696,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Gracilibacillus timonensis
NZ_LSOC01000001.1,1793726,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus sp. KGW1
NZ_BAXD01000001.1,1460638,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halolactibacillus,Halolactibacillus sp. JCM 19043
NZ_JXBB01000001.1,1484,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Hydrogenibacillus,Hydrogenibacillus schlegelii
NZ_CP013862.1,1472767,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus amyloliquefaciens
NZ_OBMQ01000030.1,614648,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus xyleni
NZ_FNNC01000015.1,1122204,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus luteus
NZ_LN831777.1,1632858,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Massilibacterium,Massilibacterium senegalense
NZ_CTDZ01000001.1,1522315,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Numidum,Numidum massiliense
NC_004193.1,221109,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,Oceanobacillus iheyensis
NZ_FQVW01000109.1,930117,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ornithinibacillus,Ornithinibacillus halophilus
NZ_BAWO01000130.1,1220594,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus caldoxylosilyticus
NZ_FVZO01000017.1,200904,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,Paraliobacillus ryukyuensis
NZ_CBYO010000001.1,1347087,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paucisalibacillus,Paucisalibacillus sp. EB02
NZ_FMYI01000020.1,1612202,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pelagirhabdus,Pelagirhabdus alkalitolerans
NZ_AVPF01000001.1,1385511,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pontibacillus,Pontibacillus marinus
NZ_FNHY01000018.1,1884359,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Psychrobacillus,Psychrobacillus sp. OK028
NZ_JWIR02000001.1,1221996,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Quasibacillus,Quasibacillus thermotolerans
NZ_CVPE01000001.1,1631346,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rubeoparvulum,Rubeoparvulum massiliense
NZ_FOXD01000053.1,1884432,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salibacterium,Salibacterium halotolerans
NZ_CP011361.2,1230341,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salimicrobium,Salimicrobium jeotgali
NZ_FOHJ01000023.1,237682,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salinibacillus,Salinibacillus kushneri
NZ_FOGT01000041.1,1601833,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,Salipaludibacillus aurantiacus
NZ_FOGV01000068.1,1464123,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacterium haloalkalitolerans
NZ_LT732530.1,1926277,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Sediminibacillus,Sediminibacillus massiliensis
NZ_FNIG01000018.1,237069,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Tenuibacillus,Tenuibacillus multivorans
NZ_BDGM01000001.1,1883407,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Tepidibacillus,Tepidibacillus sp. HK-1
NZ_FMZB01000024.1,361279,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus,Terribacillus halophilus
NZ_FNQR01000037.1,571932,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Thalassobacillus,Thalassobacillus cyri
NZ_CP017962.1,1482,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus,Virgibacillus halodenitrificans
NZ_MIJF01000001.1,337097,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Vulcanibacillus,Vulcanibacillus modesticaldus
NZ_KI783301.1,1089548,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillales Family X. Incertae Sedis,Thermicanus,Thermicanus aegyptius
NZ_AODH01000001.1,1265861,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix campestris
NZ_CP019623.1,1639,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
NZ_LVKL01000001.1,1765683,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Acidibacillus,Acidibacillus ferrooxidans
NZ_MJAT01000001.1,1390249,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Desulfuribacillus,Desulfuribacillus stibiiarsenatis
NZ_KK211188.1,1397695,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Exiguobacterium,Exiguobacterium undae
NZ_ACRY02000005.1,562983,Bacteria,Firmicutes,Bacilli,Bacillales,NA,Gemella,Gemella sanguinis
NZ_LGUG01000012.1,47500,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus migulanus
NZ_CP017705.1,1121121,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus
NZ_KI911563.1,979226,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella panacarvi
NZ_CBQR020000001.1,1280390,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Gorillibacterium,Gorillibacterium massiliense
NZ_LMVB01000001.1,1729691,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. FJAT-29882
NZ_KK073875.1,915437,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Saccharibacillus sacchari
NC_019897.1,717605,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus,Thermobacillus composti
NZ_LN651371.1,394098,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bhargavaea,Bhargavaea cecembensis
NZ_MASJ01000001.1,33978,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Caryophanon,Caryophanon tenue
NZ_JXRR01000001.1,220754,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus,Jeotgalibacillus campisalis
NZ_CP013217.1,1750719,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia sp. 11kri321
NZ_AMGD01000001.1,1231057,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Paenisporosarcina,Paenisporosarcina sp. TG-14
NZ_CP013659.2,200991,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus rifietoensis
NZ_AUYR01000001.1,1273538,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium glaciei
NZ_CP014806.1,241244,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Rummeliibacillus,Rummeliibacillus stabekisii
NZ_CP024123.1,2048654,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus sp. R5-41
NZ_CP015027.1,1930764,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. P33
NZ_NOKQ01000120.1,2020506,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Tetzosporium,Tetzosporium hominis
NZ_AP018335.1,51173,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Ureibacillus,Ureibacillus thermosphaericus
NZ_ASQA01000001.1,1227360,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arenosi
NZ_BDDQ01000001.1,1674942,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Caenibacillus,Caenibacillus caldisaponilyticus
NZ_AWTC01000001.1,1395513,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus laevolacticus
NZ_FXBS01000006.1,1965358,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Tuberibacillus,NA 
NZ_CP019573.1,1849491,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Auricoccucs,Auricoccus indicus
NZ_CCSE01000001.1,1461582,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus saudimassiliensis
NZ_MJBI01000001.1,1891097,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus sp. CCM 4927
NZ_CAVG010000001.1,1232430,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus,Nosocomiicoccus massiliensis
NZ_NPEZ01000001.1,45670,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus roseus
NZ_CUEO01000001.1,1283,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
NZ_GL892032.1,997346,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Desmospora,Desmospora sp. 8437
NZ_FTOD01000027.1,714067,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia,Kroppenstedtia eburnea
NZ_FOCQ01000040.1,1173111,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Lihuaxuella,Lihuaxuella thermophila
NZ_FNNQ01000040.1,1048340,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Marininema,Marininema mesophilum
NZ_FMZA01000035.1,1236220,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Melghirimyces,Melghirimyces thermohalophilus
NZ_CP019699.1,1471761,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Novibacillus,Novibacillus thermophilus
NZ_NOWF01000100.1,1642702,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Paludifilum,Paludifilum halophilum
NZ_LN812097.1,1329796,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Risungbinella,Risungbinella massiliensis
NZ_FQVL01000041.1,112248,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Seinonella,Seinonella peptonophila
NZ_JPZM01000001.1,1535750,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,NA 
NZ_FORR01000076.1,46223,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoflavimicrobium,Thermoflavimicrobium dichotomicum
NZ_KV822186.1,1581061,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia sp. HMSC24B09
NZ_CP014164.1,1377,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans
NZ_FNEL01000107.1,84521,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Dolosicoccus,Dolosicoccus paucivorans
NZ_AENN01000021.1,908337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Eremococcus,Eremococcus coleocola
